audio_path,reference,wer,wspr_hyp,wspr_prob,gtts_ll,gtts_prior,gtts_delta
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ046-0184.wav,but there is a system for the immediate notification of the secret service by the confining institution when a subject is released or escapes,0.0,but there is a system for the immediate notification of the secret service by the confining institution when a subject is released or escapes,-7.728837966918945,10972.1015625,-93557.28125,104529.3828125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ014-0263.wav,when other pleasures palled he took a theater and posed as a munificent patron of the dramatic art,0.0555555555555555,when other pleasures pauled he took a theater and posed as a munificent patron of the dramatic art,-9.43903636932373,8587.15625,-63191.7109375,71778.8671875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ014-0263.wav,when other pleasures palled he took a theater and posed as a munificent patron of the dramatic art,0.1111111111111111,when other pleasures pauled he took a theater and posed as a magnificent patron of the dramatic art,-10.858176231384276,8279.375,-63285.59375,71564.96875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0096.wav,in addition to his factory salary of approximately equal amount,0.5,old exchange rate in addition to his factory salary of a proximately equal amount,-6.141488075256348,6430.0859375,-61583.25,68013.3359375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0096.wav,in addition to his factory salary of approximately equal amount,0.3,old exchange rate in addition to his factory salary of approximately equal amount,-6.410191059112549,6646.11328125,-61499.22265625,68145.3359375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0096.wav,in addition to his factory salary of approximately equal amount,0.4,old exchange rate in addition to his factory salary of a approximately equal amount,-7.117429256439209,7273.20703125,-61567.72265625,68840.9296875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ042-0096.wav,in addition to his factory salary of approximately equal amount,0.4,old exchange rate in addition to his factory salary of approximately equal,-7.258739948272705,6651.41015625,-61497.55859375,68148.96875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ049-0050.wav,hill had both feet on the car and was climbing aboard to assist president and missus kennedy,0.1176470588235294,hill had both feet on the car and was climbing a board to assist president and missus kennedy,-7.320030689239502,6705.96875,-59278.296875,65984.265625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ049-0050.wav,hill had both feet on the car and was climbing aboard to assist president and missus kennedy,0.0,hill had both feet on the car and was climbing aboard to assist president and missus kennedy,-9.000307083129883,6697.14453125,-59253.26171875,65950.40625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ028-0307.wav,then let 20 days pass and at the end of that time station near the chaldasan gates a body of 4000,0.0476190476190476,then let 20 days pass and at the end of that time station near the chaldean gates a body of 4000,-10.971587181091309,9717.0703125,-86766.6015625,96483.671875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ028-0307.wav,then let 20 days pass and at the end of that time station near the chaldasan gates a body of 4000,0.0952380952380952,then let 20 days pass and at the end of that time station near the childie and gates a body of 4000,-18.62121963500977,9888.7734375,-86714.5703125,96603.34375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ028-0307.wav,then let 20 days pass and at the end of that time station near the chaldasan gates a body of 4000,0.0952380952380952,then let 20 days pass and at the end of that time station near the chaldean gates a body of 4000 .,-18.674713134765625,10031.765625,-86757.625,96789.390625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ028-0307.wav,then let 20 days pass and at the end of that time station near the chaldasan gates a body of 4000,0.0952380952380952,then let 20 days pass and at the end of that time station near the chaldean gates a body of 4000%,-19.034088134765625,10074.328125,-86719.828125,96794.15625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ012-0235.wav,while they were in a state of insensibility the murder was committed,0.1666666666666666,while they were in a state of incense ability the murder was committed,-6.265491485595703,6971.6640625,-41978.59765625,48950.26171875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ012-0235.wav,while they were in a state of insensibility the murder was committed,0.0833333333333333,while they were in a state of insensibility the murder was commited,-8.752881050109863,6773.0234375,-41996.2109375,48769.234375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ012-0235.wav,while they were in a state of insensibility the murder was committed,0.0833333333333333,while they were in a state of insensitivity the murder was committed,-9.924785614013672,6494.30078125,-42024.71875,48519.01953125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ012-0235.wav,while they were in a state of insensibility the murder was committed,0.0,while they were in a state of insensibility the murder was committed,-11.006355285644531,6443.80859375,-41978.5703125,48422.37890625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ034-0053.wav,reached the same conclusion as latona that the prints found on the cartons were those of lee harvey oswald,0.0,reached the same conclusion as latona that the prints found on the cartons were those of lee harvey oswald,-7.319291114807129,8438.953125,-65345.53125,73784.484375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ034-0053.wav,reached the same conclusion as latona that the prints found on the cartons were those of lee harvey oswald,0.0526315789473684,reached the same conclusion as latona that the prince found on the cartons were those of lee harvey oswald,-7.333087921142578,9004.58984375,-65329.37109375,74333.9609375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ014-0030.wav,these were damnatory facts which well supported the prosecution,0.2222222222222222,these were damn natory facts which well supported the prosecution,-6.164005756378174,6124.3359375,-41196.26171875,47320.59765625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ014-0030.wav,these were damnatory facts which well supported the prosecution,0.2222222222222222,these were damn neatory facts which well supported the prosecution,-6.289726734161377,6103.19921875,-41206.65625,47309.85546875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ014-0030.wav,these were damnatory facts which well supported the prosecution,0.2222222222222222,these were damn notory facts which well supported the prosecution,-6.7202582359313965,6083.34375,-41234.7421875,47318.0859375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ014-0030.wav,these were damnatory facts which well supported the prosecution,0.0,these were damnatory facts which well supported the prosecution,-7.482205867767334,5728.02734375,-41178.6796875,46906.70703125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ014-0030.wav,these were damnatory facts which well supported the prosecution,0.2222222222222222,these were damn tatory facts which well supported the prosecution,-7.493547439575195,5693.0,-41215.34375,46908.34375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ014-0030.wav,these were damnatory facts which well supported the prosecution,0.1111111111111111,these were damnnatory facts which well supported the prosecution,-8.41791820526123,5805.390625,-41167.1796875,46972.5703125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ015-0203.wav,but were the precautions too minute the vigilance too close to be eluded or overcome,0.2,but were the precautions to my newt the vigilance too close to be eluded or overcome,-5.875859260559082,7359.4453125,-60031.84375,67391.2890625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ015-0203.wav,but were the precautions too minute the vigilance too close to be eluded or overcome,0.2,but were the precautions to my nute the vigilance too close to be eluded or overcome,-6.941538333892822,7750.15625,-60005.9375,67756.09375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ015-0203.wav,but were the precautions too minute the vigilance too close to be eluded or overcome,0.2,but were the precautions to my mute the vigilance too close to be eluded or overcome,-8.99972915649414,7551.484375,-60010.765625,67562.25
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ028-0093.wav,but his scribe wrote it in the manner customary for the scribes of those days to write of their royal masters,0.0,but his scribe wrote it in the manner customary for the scribes of those days to write of their royal masters,-8.527294158935547,8654.9765625,-67326.65625,75981.6328125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ002-0018.wav,the inadequacy of the jail was noticed and reported upon again and again by the grand juries of the city of london,0.0,the inadequacy of the jail was noticed and reported upon again and again by the grand juries of the city of london,-7.718414306640625,9490.78125,-69677.046875,79167.828125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ028-0275.wav,at last in the 20th month,0.0,at last in the 20th month,-6.4629011154174805,2159.921875,-18644.185546875,20804.107421875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ028-0275.wav,at last in the 20th month,0.1666666666666666,at last in the 20th month .,-8.785529136657715,2320.48046875,-18697.845703125,21018.326171875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ011-0096.wav,he married a lady also belonging to the society of friends who brought him a large fortune which and his own money he put into a city firm,0.0,he married a lady also belonging to the society of friends who brought him a large fortune which and his own money he put into a city firm,-14.430665969848633,10432.4609375,-88821.3125,99253.7734375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ011-0096.wav,he married a lady also belonging to the society of friends who brought him a large fortune which and his own money he put into a city firm,0.0357142857142857,he married a lady also belonging to the society of friends who brought him a large fortune which in his own money he put into a city firm,-15.541426658630373,10409.4453125,-88800.7421875,99210.1875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ036-0077.wav,roger d craig a deputy sheriff of dallas county,0.0,roger d craig a deputy sheriff of dallas county,-8.087346076965332,5870.8515625,-41677.07421875,47547.92578125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0318.wav,other officials great lawyers governors of prisons and chaplains supported this view,0.0,other officials great lawyers governors of prisons and chaplains supported this view,-6.68966817855835,5528.984375,-57068.48046875,62597.46484375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0318.wav,other officials great lawyers governors of prisons and chaplains supported this view,0.1666666666666666,on the officials great lawyers governors of prisons and chaplains supported this view,-7.155882835388184,5454.53515625,-57096.9453125,62551.48046875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0318.wav,other officials great lawyers governors of prisons and chaplains supported this view,0.25,on the refitials great lawyers governors of prisons and chaplains supported this view,-7.378860950469971,5648.53515625,-57077.703125,62726.23828125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0318.wav,other officials great lawyers governors of prisons and chaplains supported this view,0.25,on the reficials great lawyers governors of prisons and chaplains supported this view,-7.405510425567627,5756.296875,-57091.54296875,62847.83984375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ013-0164.wav,who came from his room ready dressed a suspicious circumstance as he was always late in the morning,0.0,who came from his room ready dressed a suspicious circumstance as he was always late in the morning,-5.2885284423828125,7085.75,-63813.9375,70899.6875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ027-0141.wav,is closely reproduced in the life history of existing deer or in other words,0.0,is closely reproduced in the life history of existing deer or in other words,-9.215072631835938,5708.4375,-55743.98046875,61452.41796875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ028-0335.wav,accordingly they committed to him the command of their whole army and put the keys of their city into his hands,0.0,accordingly they committed to him the command of their whole army and put the keys of their city into his hands,-14.377887725830078,10214.2421875,-75024.609375,85238.8515625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ031-0202.wav,missus kennedy chose the hospital in bethesda for the autopsy because the president had served in the navy,0.0,missus kennedy chose the hospital in bethesda for the autopsy because the president had served in the navy,-8.457595825195312,7739.35546875,-64225.84765625,71965.203125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ021-0145.wav,from those willing to join in establishing this hoped for period of peace,0.0,from those willing to join in establishing this hoped for period of peace,-6.62035083770752,7348.578125,-45623.3671875,52971.9453125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ021-0145.wav,from those willing to join in establishing this hoped for period of peace,0.1538461538461538,from those willing to join in establishing this hope for a period of peace,-8.99824047088623,7894.0078125,-45650.7578125,53544.765625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,-12.556334495544434,13490.6015625,-88697.5078125,102188.109375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0434782608695652,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yell,-14.001646995544434,13069.96875,-88691.265625,101761.234375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0434782608695652,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous y,-16.11102294921875,13670.0078125,-88709.953125,102379.9609375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0869565217391304,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuus,-17.127662658691406,12967.7421875,-88606.53125,101574.2734375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0869565217391304,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with a continuous,-17.375015258789062,12955.921875,-88675.34375,101631.265625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0434782608695652,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yelled,-17.40008544921875,13802.84375,-88699.890625,102502.734375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0434782608695652,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yields,-17.42352294921875,13333.2578125,-88662.140625,101995.3984375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0434782608695652,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous,-17.972929000854492,13175.796875,-88691.3984375,101867.1953125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0434782608695652,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yelling,-18.40789794921875,14172.53125,-88657.515625,102830.046875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0434782608695652,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yellow,-18.42352294921875,13142.0703125,-88796.09375,101938.1640625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0434782608695652,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous e,-18.63055419921875,13330.4609375,-88650.65625,101981.1171875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0869565217391304,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continueds,-18.81429481506348,13444.046875,-88672.5859375,102116.6328125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0869565217391304,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continous,-18.99636650085449,13482.9453125,-88723.515625,102206.4609375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0434782608695652,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous bells,-19.00164794921875,13427.7265625,-88705.4609375,102133.1875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0434782608695652,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous ye,-19.25164794921875,12632.078125,-88704.96875,101337.046875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0869565217391304,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuance,-19.322975158691406,12748.671875,-88675.296875,101423.96875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.1304347826086956,mueller mueller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yelles,-19.40223503112793,14015.3515625,-88701.8359375,102717.1875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0434782608695652,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous he,-19.48211669921875,13370.8203125,-88711.6875,102082.5078125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0434782608695652,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yale,-19.61102294921875,13628.1875,-88674.453125,102302.640625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0434782608695652,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous elves,-19.62664794921875,13565.71875,-88710.90625,102276.625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0434782608695652,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous wells,-19.63055419921875,13830.71875,-88672.6875,102503.40625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0434782608695652,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous hell,-19.91180419921875,13499.75,-88692.828125,102192.578125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0434782608695652,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous young,-20.05633544921875,13824.890625,-88636.9921875,102461.8828125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0869565217391304,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuas,-20.065162658691406,13455.9921875,-88653.5703125,102109.5625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0434782608695652,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yes,-20.08367919921875,13458.4453125,-88714.921875,102173.3671875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0434782608695652,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous heels,-20.09149169921875,13177.625,-88688.96875,101866.59375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0434782608695652,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous g,-20.30242919921875,13349.765625,-88757.71875,102107.484375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0434782608695652,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous l,-20.31414794921875,13489.2890625,-88680.5625,102169.8515625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0869565217391304,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continued his,-20.41195297241211,12995.7734375,-88699.34375,101695.1171875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0434782608695652,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous hills,-20.41961669921875,13797.453125,-88768.984375,102566.4375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0434782608695652,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yield,-20.55633544921875,13268.734375,-88690.4609375,101959.1953125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0869565217391304,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuis,-20.565162658691406,13586.0625,-88666.9453125,102253.0078125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0434782608695652,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous years,-20.72039794921875,13304.1484375,-88726.9921875,102031.140625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0434782608695652,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous year,-20.75164794921875,13330.375,-88664.59375,101994.96875
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0869565217391304,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continued y,-20.75570297241211,13384.75,-88670.2734375,102055.0234375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0434782608695652,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous z,-20.86102294921875,13551.3984375,-88660.4296875,102211.828125
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0434782608695652,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continued yells,-20.86117172241211,13316.28125,-88667.21875,101983.5
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0434782608695652,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous shells,-20.91961669921875,13351.7734375,-88674.5625,102026.3359375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0434782608695652,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous el,-20.95086669921875,13957.890625,-88676.75,102634.640625
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0869565217391304,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continious,-21.15261650085449,13106.84375,-88691.8671875,101798.7109375
/fastdata/acq22mc/data/LJSpeech-1.1/wavs/LJ016-0288.wav,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuous yells,0.0869565217391304,muller muller he is the man till a diversion was created by the appearance of the gallows which was received with continuos,-21.205787658691406,13753.53125,-88641.40625,102394.9375
